"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","tif","red_car","clm_freq","revoked","mvr_pts","urbanicity","home_val","yoj","income","age","job"
"0","N",2,"Y","N","M","Masters",36,"Commercial",1,"Y",0,"N",1,"Rural",0,9,100355,38,"Professional"
"1","N",0,"N","Y","F","High School",30,"Private",7,"N",0,"N",3,"Urban",100658,0,0,51,"Professional"
"0","N",2,"N","Y","M","PhD",26,"Private",1,"N",0,"N",1,"Urban",448442,9,150318,41,"Professional"
"0","N",0,"N","Y","M","Bachelors",88,"Private",4,"Y",0,"N",0,"Urban",310620,13,86647,58,"Professional"
"0","N",0,"N","N","F","Masters",18,"Private",6,"N",0,"N",0,"Rural",0,10,70008,54,"Professional"
"1","N",0,"N","N","M","High School",36,"Commercial",1,"Y",4,"N",2,"Urban",0,5,68602,47,"Blue Collar"
"0","N",3,"Y","N","F","Bachelors",11,"Commercial",1,"N",3,"N",1,"Urban",0,8,62116,29,"Professional"
"0","N",0,"N","N","F","High School",71,"Commercial",1,"N",0,"N",0,"Urban",275761,11,72930,50,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",45,"Private",10,"Y",0,"N",0,"Urban",0,3,16717,46,"Professional"
"0","N",0,"N","N","M","Bachelors",18,"Commercial",1,"Y",2,"Y",1,"Rural",0,0,0,41,"Professional"
"0","Y",3,"N","Y","M","Bachelors",26,"Private",9,"N",0,"N",0,"Rural",177004,10,40564,41,"Professional"
"0","N",1,"N","Y","M","Bachelors",42,"Commercial",6,"N",1,"N",6,"Urban",254858,12,69350,46,"Blue Collar"
"0","N",0,"N","Y","M","Masters",48,"Private",6,"N",0,"N",0,"Urban",316705,11,99292,49,"Professional"
"0","N",0,"N","N","M","PhD",27,"Private",1,"N",0,"N",0,"Urban",492219,13,173218,53,"Professional"
"0","N",0,"N","Y","F","Bachelors",45,"Private",6,"N",0,"N",5,"Urban",218964,14,54340,46,"Professional"
"0","Y",1,"Y","N","F","Bachelors",37,"Private",6,"N",1,"N",2,"Urban",197752,13,49120,42,"Professional"
"0","N",2,"N","Y","F","High School",22,"Private",1,"N",0,"N",3,"Urban",167980,12,26074,38,"Professional"
"1","N",0,"N","Y","M","High School",16,"Commercial",1,"N",2,"N",0,"Urban",87503,0,0,51,"Professional"
"0","N",1,"N","Y","M","Masters",10,"Commercial",9,"Y",0,"N",0,"Rural",118518,14,18306,57,"Professional"
"0","N",0,"N","Y","M","Bachelors",39,"Commercial",1,"Y",0,"N",0,"Rural",0,13,17424,53,"Professional"
"1","N",3,"Y","N","F","Masters",9,"Private",1,"N",0,"N",3,"Urban",0,16,52475,40,"Professional"
"0","N",0,"N","N","M","Masters",58,"Commercial",6,"Y",0,"Y",1,"Urban",430484,10,157263,40,"Professional"
"1","N",0,"N","Y","M","Masters",41,"Private",1,"Y",0,"N",0,"Urban",344523,16,103109,62,"Professional"
"0","N",0,"N","N","F","Bachelors",19,"Private",14,"N",2,"N",4,"Urban",266417,11,92214,47,"Professional"
"0","N",0,"N","Y","M","Masters",39,"Commercial",4,"N",2,"N",0,"Urban",237767,13,63553,46,"Professional"
"1","N",0,"N","Y","F","High School",35,"Private",1,"N",3,"N",6,"Urban",0,0,0,45,"Professional"
"0","N",0,"N","N","F","High School",32,"Private",4,"N",0,"N",0,"Urban",0,6,98997,39,"Professional"
"0","N",2,"N","Y","F","High School",23,"Private",7,"N",0,"N",1,"Urban",129102,14,27446,35,"Professional"
"0","N",0,"N","N","F","High School",21,"Commercial",4,"N",0,"N",1,"Rural",162455,12,37846,45,"Professional"
"0","N",0,"N","Y","F","Masters",29,"Private",4,"N",0,"N",1,"Urban",222553,10,75580,49,"Professional"
"1","N",1,"N","Y","F","High School",13,"Commercial",10,"N",0,"N",4,"Urban",0,12,8276,35,"Professional"
"0","N",0,"N","Y","F","PhD",46,"Private",19,"N",0,"N",3,"Urban",403989,15,130241,54,"Professional"
"0","N",0,"N","Y","F","Bachelors",33,"Private",1,"N",0,"N",0,"Rural",286147,12,88865,42,"Professional"
"0","N",0,"N","N","M","Masters",31,"Commercial",1,"N",2,"N",3,"Urban",0,11,104831,50,"Professional"
"0","N",0,"N","Y","F","Bachelors",39,"Private",6,"N",0,"N",1,"Rural",134398,0,0,56,"Professional"
"0","N",0,"N","N","F","Bachelors",21,"Private",4,"N",0,"N",0,"Urban",0,12,95076,41,"Professional"
"0","N",0,"N","Y","F","High School",44,"Commercial",4,"N",2,"N",0,"Urban",268393,12,109098,42,"Blue Collar"
"0","N",0,"N","N","F","High School",33,"Private",6,"N",2,"N",2,"Urban",276038,11,105299,48,"Blue Collar"
"0","N",4,"N","Y","M","Bachelors",71,"Commercial",1,"N",0,"N",3,"Rural",436711,13,166855,27,"Professional"
"0","N",0,"N","N","M","High School",55,"Commercial",10,"Y",3,"N",7,"Rural",51893,0,0,21,"Professional"
"0","Y",3,"N","Y","F","High School",27,"Private",1,"N",0,"N",0,"Rural",56089,0,0,41,"Professional"
"0","N",0,"N","N","F","PhD",46,"Private",9,"N",4,"N",2,"Urban",0,0,0,49,"Professional"
"0","N",3,"Y","N","F","High School",5,"Private",6,"N",0,"N",0,"Urban",0,12,78062,25,"Professional"
"0","N",0,"N","N","M","High School",36,"Commercial",1,"N",0,"N",2,"Rural",228496,8,61322,42,"Professional"
"0","N",0,"N","N","M","Masters",40,"Private",6,"N",0,"Y",0,"Urban",282590,11,97054,42,"Professional"
"1","N",0,"N","N","F","Bachelors",29,"Commercial",4,"N",0,"N",1,"Urban",202236,10,58453,42,"Blue Collar"
"1","Y",4,"Y","N","F","PhD",46,"Commercial",11,"N",2,"N",4,"Urban",0,8,175783,41,"Blue Collar"
"0","N",0,"N","Y","F","Masters",23,"Private",1,"N",0,"N",1,"Urban",243719,11,63180,42,"Professional"
"0","N",2,"N","Y","M","High School",40,"Private",7,"N",1,"N",3,"Urban",166138,9,37523,41,"Professional"
"0","N",2,"N","Y","F","Bachelors",5,"Private",11,"N",2,"N",0,"Urban",244387,8,73897,37,"Professional"
"1","N",1,"N","Y","M","High School",21,"Private",1,"N",1,"N",0,"Urban",0,0,0,30,"Professional"
"0","N",0,"N","Y","M","PhD",28,"Private",1,"N",0,"Y",1,"Urban",335050,14,135116,52,"Professional"
"0","N",0,"N","Y","M","High School",48,"Commercial",3,"N",3,"N",4,"Urban",184411,13,36605,50,"Blue Collar"
"1","N",3,"N","Y","F","High School",34,"Private",1,"N",4,"Y",1,"Urban",128776,14,47217,32,"Blue Collar"
"0","N",0,"N","N","F","High School",16,"Private",10,"N",0,"N",1,"Rural",0,12,33809,50,"Professional"
"0","N",1,"N","Y","F","High School",39,"Commercial",4,"N",3,"Y",7,"Urban",0,0,0,27,"Professional"
"0","N",0,"N","N","M","Bachelors",46,"Commercial",6,"Y",2,"N",3,"Urban",310275,11,121391,36,"Professional"
"0","N",0,"N","Y","F","High School",57,"Private",10,"N",0,"N",0,"Rural",0,0,0,46,"Professional"
"0","N",0,"N","Y","F","High School",33,"Private",10,"N",0,"N",0,"Rural",152771,11,30071,36,"Blue Collar"
"0","N",0,"N","N","F","Masters",17,"Private",1,"N",0,"N",3,"Urban",582905,11,204285,49,"Professional"
"1","N",2,"Y","N","M","Bachelors",13,"Private",3,"Y",0,"N",2,"Urban",0,11,68171,42,"Professional"
"0","N",0,"N","Y","F","High School",30,"Private",5,"N",0,"N",4,"Urban",195693,15,32824,63,"Professional"
"1","N",0,"N","Y","M","High School",60,"Private",6,"Y",2,"Y",9,"Urban",0,0,0,64,"Professional"
"1","N",2,"N","Y","F","Bachelors",21,"Private",6,"N",1,"N",0,"Urban",59496,0,0,35,"Professional"
"0","N",0,"N","Y","M","Masters",25,"Private",10,"Y",0,"Y",0,"Urban",226596,13,78119,47,"Professional"
"0","N",0,"N","Y","M","Masters",23,"Private",1,"N",2,"N",5,"Urban",298356,13,99985,57,"Professional"
"1","N",3,"Y","N","F","High School",12,"Commercial",1,"N",3,"Y",5,"Urban",0,0,0,29,"Professional"
"0","N",0,"N","Y","M","Masters",7,"Private",1,"Y",0,"N",0,"Urban",342272,9,107006,46,"Professional"
"0","N",2,"N","Y","M","High School",26,"Private",4,"N",0,"N",5,"Urban",214022,14,66376,37,"Professional"
"1","Y",2,"Y","N","F","High School",35,"Private",1,"N",3,"N",2,"Urban",0,0,0,56,"Professional"
"0","N",0,"N","Y","M","Masters",66,"Private",7,"Y",0,"N",0,"Rural",183779,14,52529,61,"Professional"
"0","Y",2,"N","Y","M","Bachelors",50,"Private",10,"Y",2,"N",4,"Urban",301965,13,92000,39,"Professional"
"0","Y",1,"N","Y","M","High School",39,"Private",1,"Y",2,"Y",7,"Urban",348968,7,130882,42,"Professional"
"0","N",1,"Y","N","M","High School",45,"Private",1,"N",1,"N",8,"Urban",0,13,36708,29,"Professional"
"0","N",0,"N","N","F","High School",42,"Commercial",1,"N",0,"N",0,"Rural",213835,9,65506,51,"Blue Collar"
"0","N",0,"N","N","F","Masters",38,"Private",4,"N",0,"N",0,"Urban",0,6,89547,49,"Professional"
"0","N",0,"N","Y","M","Masters",26,"Private",4,"Y",0,"N",1,"Urban",270342,13,79720,45,"Professional"
"0","N",0,"N","Y","F","Masters",31,"Private",7,"N",0,"N",0,"Urban",390952,14,131658,58,"Professional"
"0","N",0,"N","Y","F","Masters",13,"Private",3,"N",0,"Y",6,"Urban",212878,13,73668,50,"Professional"
"0","N",3,"N","Y","F","High School",24,"Private",10,"N",0,"N",0,"Rural",64192,14,5628,35,"Professional"
"1","N",1,"N","Y","F","High School",38,"Private",6,"N",2,"N",4,"Urban",174247,11,32188,39,"Professional"
"0","N",0,"N","Y","M","Bachelors",49,"Commercial",3,"Y",1,"N",5,"Urban",257408,12,97671,37,"Professional"
"0","N",0,"N","Y","M","High School",59,"Private",1,"Y",2,"Y",3,"Rural",0,12,43293,55,"Professional"
"0","N",0,"N","Y","M","Masters",20,"Commercial",4,"Y",0,"N",0,"Urban",202465,12,83090,55,"Professional"
"0","N",0,"N","Y","M","High School",5,"Private",3,"Y",0,"N",3,"Urban",181137,3,27546,54,"Professional"
"1","Y",1,"Y","N","F","Bachelors",37,"Private",1,"N",0,"N",0,"Urban",197752,10,49120,42,"Professional"
"1","N",1,"Y","N","M","Masters",61,"Commercial",10,"N",2,"N",3,"Urban",0,10,59197,45,"Professional"
"0","N",2,"N","Y","F","PhD",35,"Private",6,"N",0,"N",2,"Urban",497746,11,188428,44,"Professional"
"0","N",2,"Y","N","F","Masters",23,"Commercial",17,"N",1,"N",4,"Urban",0,0,0,45,"Professional"
"0","N",0,"N","Y","M","Bachelors",5,"Private",6,"Y",0,"N",1,"Urban",253869,12,64183,47,"Professional"
"1","N",0,"N","Y","M","High School",40,"Commercial",7,"Y",0,"N",0,"Urban",295537,16,92117,39,"Blue Collar"
"0","N",0,"N","N","F","PhD",29,"Private",10,"N",0,"N",4,"Urban",0,10,154985,46,"Professional"
"0","N",0,"N","N","M","High School",13,"Commercial",10,"N",0,"N",2,"Rural",0,7,35398,48,"Professional"
"0","N",0,"N","Y","F","High School",32,"Private",9,"N",0,"Y",0,"Urban",147506,13,23596,47,"Professional"
"0","N",4,"N","Y","F","High School",38,"Private",7,"N",0,"N",0,"Rural",116005,8,29622,41,"Professional"
"0","N",0,"N","Y","M","Masters",36,"Private",13,"Y",0,"N",0,"Urban",249251,14,75468,57,"Professional"
"0","N",0,"N","Y","F","Masters",37,"Private",10,"N",3,"N",0,"Urban",240683,10,79059,29,"Professional"
"1","N",0,"N","N","M","High School",30,"Commercial",6,"N",2,"Y",0,"Urban",183992,10,55242,37,"Blue Collar"
"0","N",0,"N","N","M","Masters",18,"Commercial",4,"N",3,"N",5,"Urban",234546,10,98743,44,"Professional"
"0","N",1,"N","Y","F","Masters",17,"Private",4,"N",0,"N",1,"Urban",131767,13,67171,33,"Professional"
"0","N",0,"N","Y","F","High School",34,"Commercial",1,"N",0,"N",3,"Urban",96761,0,0,55,"Professional"
"0","N",0,"N","N","F","Bachelors",46,"Private",3,"N",2,"N",0,"Urban",0,10,77214,50,"Professional"
"1","Y",2,"Y","N","M","High School",57,"Commercial",1,"Y",0,"N",0,"Urban",0,14,28731,45,"Blue Collar"
"0","N",0,"N","N","M","High School",40,"Private",1,"N",2,"N",3,"Urban",0,7,16253,52,"Professional"
"0","N",2,"Y","N","F","Bachelors",33,"Private",12,"N",3,"Y",0,"Urban",276821,13,109683,32,"Professional"
"0","N",1,"Y","N","F","Masters",37,"Private",4,"N",0,"N",0,"Urban",0,13,93925,39,"Professional"
"0","N",1,"Y","N","F","High School",52,"Commercial",17,"N",0,"N",1,"Rural",182945,11,51655,45,"Blue Collar"
"0","N",0,"N","Y","F","High School",64,"Private",10,"N",0,"N",1,"Urban",183880,9,47217,38,"Professional"
"0","Y",3,"N","Y","F","Bachelors",32,"Private",8,"N",1,"N",0,"Rural",214103,13,48738,39,"Professional"
"1","N",4,"N","Y","M","Bachelors",13,"Commercial",1,"Y",1,"Y",0,"Urban",0,10,10032,28,"Professional"
"0","N",1,"N","Y","F","High School",47,"Private",7,"N",1,"N",3,"Urban",209993,9,44386,26,"Professional"
"0","Y",3,"N","Y","F","Masters",10,"Commercial",13,"N",0,"N",4,"Urban",373531,14,128895,41,"Professional"
"1","Y",2,"N","Y","F","Masters",32,"Commercial",6,"N",2,"N",6,"Urban",324059,16,109210,59,"Professional"
"1","N",0,"N","N","M","High School",43,"Commercial",6,"N",1,"N",5,"Urban",0,11,38141,59,"Blue Collar"
"1","N",0,"N","N","F","PhD",31,"Private",6,"N",2,"N",4,"Urban",103647,10,9902,61,"Professional"
"0","N",0,"N","Y","F","Masters",35,"Private",10,"N",0,"N",1,"Urban",275991,13,99251,52,"Professional"
"1","N",2,"N","Y","F","High School",11,"Commercial",7,"N",1,"N",4,"Urban",148600,14,45299,29,"Blue Collar"
"1","N",0,"N","Y","F","High School",9,"Commercial",7,"N",0,"N",0,"Urban",180173,9,49251,48,"Blue Collar"
"1","N",3,"Y","N","F","High School",52,"Private",4,"N",2,"Y",4,"Urban",0,16,28430,32,"Professional"
"0","N",0,"N","Y","M","Masters",30,"Commercial",1,"Y",3,"N",5,"Urban",104523,8,21190,53,"Professional"
"0","N",0,"N","Y","M","Masters",46,"Private",4,"N",4,"N",1,"Urban",227449,15,63910,50,"Professional"
"1","N",2,"Y","N","M","Bachelors",27,"Commercial",12,"Y",0,"N",1,"Urban",0,9,98918,35,"Professional"
"1","N",1,"N","Y","M","High School",24,"Commercial",1,"N",1,"Y",10,"Urban",151790,13,38307,34,"Blue Collar"
"1","N",0,"N","Y","F","High School",34,"Commercial",3,"N",3,"N",2,"Urban",258636,10,88632,46,"Blue Collar"
"1","N",0,"N","Y","M","High School",42,"Private",4,"Y",0,"N",0,"Urban",250792,14,45689,49,"Blue Collar"
"0","N",0,"N","Y","F","Masters",32,"Private",4,"N",0,"N",0,"Urban",323947,12,112804,54,"Professional"
"0","N",0,"N","Y","F","Masters",25,"Private",3,"N",0,"Y",0,"Urban",267679,12,88359,46,"Professional"
"0","N",2,"N","Y","M","Bachelors",26,"Private",9,"Y",0,"N",0,"Urban",249564,7,114212,38,"Professional"
"0","N",0,"N","N","M","High School",61,"Commercial",1,"Y",2,"N",10,"Urban",0,13,76638,56,"Blue Collar"
"0","N",0,"N","Y","F","PhD",38,"Private",1,"N",3,"N",1,"Urban",249488,12,64019,42,"Professional"
"0","N",1,"Y","N","F","High School",46,"Private",1,"N",2,"N",9,"Urban",183242,6,53633,31,"Professional"
"1","N",2,"N","Y","M","Bachelors",22,"Private",6,"Y",1,"N",0,"Urban",473366,12,146202,58,"Professional"
"0","N",0,"N","N","F","High School",5,"Private",1,"N",0,"N",1,"Rural",117163,9,16716,42,"Professional"
"0","N",2,"Y","N","F","High School",5,"Commercial",7,"N",2,"N",7,"Urban",0,0,0,36,"Professional"
"0","N",3,"Y","N","F","Bachelors",45,"Private",1,"N",0,"Y",0,"Urban",0,14,57244,34,"Professional"
"0","Y",2,"N","Y","M","High School",5,"Private",11,"Y",2,"N",3,"Urban",136205,13,48187,40,"Professional"
"0","N",0,"N","Y","F","Bachelors",40,"Private",6,"N",0,"N",2,"Urban",183581,5,28299,50,"Professional"
"0","N",0,"N","N","F","Masters",46,"Private",7,"N",0,"N",1,"Urban",0,8,90623,48,"Professional"
"0","N",0,"N","N","M","Masters",41,"Commercial",1,"N",0,"Y",2,"Urban",252133,11,81150,50,"Professional"
"0","N",0,"N","Y","M","High School",25,"Private",7,"Y",0,"N",0,"Rural",125191,12,47217,38,"Blue Collar"
"1","N",1,"N","Y","F","High School",48,"Commercial",6,"N",3,"Y",1,"Urban",284160,11,101767,29,"Blue Collar"
"0","N",2,"N","Y","F","High School",51,"Private",6,"N",0,"N",0,"Rural",126080,11,23057,40,"Professional"
"0","N",0,"N","Y","M","PhD",34,"Commercial",6,"N",2,"N",1,"Urban",738153,7,332339,53,"Professional"
"0","N",0,"N","N","M","Masters",32,"Private",1,"Y",0,"N",0,"Urban",258898,3,81555,52,"Professional"
"0","N",0,"N","Y","M","Masters",30,"Commercial",1,"N",1,"N",2,"Urban",147749,11,9664,37,"Professional"
"1","N",5,"N","Y","M","High School",65,"Commercial",7,"Y",1,"Y",2,"Urban",137268,16,28395,33,"Professional"
"0","Y",3,"Y","N","M","High School",50,"Private",6,"N",0,"N",0,"Rural",83306,0,0,41,"Professional"
"1","N",0,"N","N","M","High School",32,"Commercial",1,"N",2,"N",1,"Rural",0,10,22860,45,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",40,"Private",1,"N",0,"N",0,"Urban",212655,10,82130,49,"Professional"
"0","N",0,"N","Y","M","Bachelors",44,"Commercial",11,"N",2,"N",6,"Urban",106069,8,21926,36,"Professional"
"0","N",0,"N","N","F","Bachelors",39,"Private",1,"N",0,"N",1,"Rural",0,12,19393,48,"Blue Collar"
"1","Y",1,"N","Y","M","Masters",18,"Commercial",1,"Y",3,"N",4,"Urban",199330,12,69464,39,"Professional"
"0","N",0,"N","N","M","Masters",33,"Commercial",9,"Y",0,"N",2,"Urban",0,9,95536,35,"Professional"
"0","Y",3,"Y","N","F","High School",68,"Private",1,"N",3,"N",1,"Rural",0,10,24672,37,"Professional"
"0","N",0,"N","Y","M","Masters",62,"Commercial",7,"N",0,"N",1,"Urban",233946,11,66788,40,"Blue Collar"
"1","N",2,"N","Y","F","High School",47,"Private",4,"N",0,"N",0,"Rural",142997,14,20586,42,"Professional"
"0","N",0,"N","N","F","High School",90,"Private",1,"N",0,"N",0,"Urban",0,3,33809,54,"Professional"
"0","N",0,"N","N","F","Masters",5,"Private",6,"N",0,"Y",2,"Urban",0,10,64759,47,"Professional"
"0","N",0,"N","Y","F","Masters",26,"Private",1,"N",0,"N",0,"Rural",251945,11,99100,49,"Professional"
"0","N",0,"N","N","F","Masters",21,"Private",1,"N",0,"N",3,"Urban",55761,0,0,40,"Professional"
"0","N",0,"N","N","F","PhD",55,"Private",4,"N",0,"N",0,"Rural",93901,0,0,53,"Professional"
"0","N",0,"N","Y","F","Bachelors",37,"Private",1,"N",0,"N",1,"Rural",171248,8,40368,45,"Professional"
"0","N",0,"N","Y","M","Masters",51,"Private",1,"N",0,"N",0,"Urban",351394,12,102313,42,"Professional"
"1","N",0,"N","Y","F","Bachelors",5,"Commercial",1,"N",4,"N",4,"Urban",232498,10,53660,44,"Professional"
"0","N",0,"N","Y","M","High School",37,"Private",4,"N",2,"N",0,"Urban",168597,11,37886,48,"Professional"
"0","N",0,"N","N","M","High School",34,"Commercial",4,"N",1,"N",1,"Urban",0,10,77113,52,"Professional"
"0","N",0,"N","Y","F","High School",33,"Commercial",13,"N",0,"Y",3,"Urban",0,12,33303,49,"Professional"
"0","N",4,"N","Y","F","High School",24,"Commercial",3,"Y",3,"N",0,"Rural",19752,0,0,21,"Professional"
"0","N",0,"N","Y","M","High School",30,"Private",1,"Y",0,"Y",1,"Urban",131010,8,12524,51,"Professional"
"0","N",0,"N","Y","F","Bachelors",37,"Commercial",7,"N",0,"N",0,"Urban",275748,12,74607,46,"Blue Collar"
"0","N",0,"N","N","M","Masters",65,"Commercial",11,"Y",0,"Y",0,"Urban",0,11,35574,44,"Professional"
"0","N",0,"N","Y","M","High School",20,"Private",14,"Y",0,"N",0,"Urban",255939,12,85358,43,"Professional"
"0","N",0,"N","N","M","High School",34,"Private",1,"Y",2,"N",0,"Urban",0,11,35203,41,"Professional"
"0","Y",1,"Y","N","F","Bachelors",31,"Private",7,"N",2,"N",1,"Urban",0,13,75527,45,"Blue Collar"
"1","N",0,"N","Y","M","Bachelors",24,"Private",1,"Y",3,"Y",3,"Urban",197331,10,46161,61,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",15,"Private",7,"Y",0,"N",0,"Urban",233583,5,60745,55,"Professional"
"0","N",0,"N","Y","M","Masters",21,"Private",10,"Y",0,"N",2,"Urban",113491,15,15506,48,"Professional"
"0","N",0,"N","N","F","Masters",18,"Private",4,"N",0,"N",3,"Urban",0,11,38329,48,"Professional"
"0","N",0,"N","Y","F","Bachelors",46,"Private",3,"N",1,"N",0,"Urban",209832,7,52613,63,"Professional"
"0","N",0,"N","Y","M","Bachelors",16,"Private",6,"N",0,"N",0,"Urban",296277,15,107636,53,"Professional"
"0","N",0,"N","N","F","High School",7,"Private",4,"N",2,"N",4,"Urban",154357,8,17107,40,"Professional"
"1","N",0,"N","N","M","Masters",66,"Commercial",6,"Y",0,"N",0,"Urban",387349,9,140534,52,"Professional"
"0","N",0,"N","Y","M","High School",59,"Private",1,"Y",0,"N",0,"Urban",147765,9,39837,47,"Professional"
"0","N",0,"N","N","F","Bachelors",16,"Private",13,"N",0,"N",2,"Urban",0,11,61407,47,"Professional"
"1","N",4,"N","Y","F","High School",15,"Private",1,"N",1,"Y",1,"Urban",133939,14,48317,31,"Professional"
"0","N",2,"N","Y","M","PhD",56,"Private",10,"Y",1,"N",3,"Urban",392118,8,150318,67,"Professional"
"0","N",0,"N","Y","F","PhD",30,"Commercial",1,"N",0,"N",1,"Urban",506607,10,198719,48,"Professional"
"1","N",0,"N","N","F","High School",56,"Private",1,"N",0,"N",0,"Urban",0,0,0,40,"Professional"
"0","N",0,"N","Y","F","Bachelors",16,"Private",10,"N",0,"N",2,"Urban",242381,8,62781,55,"Professional"
"0","N",0,"N","N","F","Bachelors",31,"Private",6,"N",1,"N",2,"Urban",0,11,30058,37,"Professional"
"1","N",0,"N","Y","M","High School",40,"Private",1,"Y",2,"Y",6,"Rural",266848,12,71101,58,"Blue Collar"
"0","N",0,"N","N","M","PhD",31,"Commercial",1,"Y",0,"N",2,"Urban",0,6,133282,48,"Professional"
"0","N",2,"Y","N","M","High School",38,"Private",6,"Y",2,"N",3,"Urban",0,0,0,34,"Professional"
"0","N",4,"N","Y","F","High School",9,"Private",1,"N",1,"N",5,"Urban",0,18,24323,31,"Professional"
"0","N",0,"N","Y","M","Bachelors",19,"Private",10,"N",0,"N",3,"Urban",235439,11,82398,46,"Professional"
"1","N",0,"N","N","F","Bachelors",37,"Private",1,"N",1,"N",0,"Urban",0,8,95502,37,"Professional"
"0","N",1,"N","Y","F","High School",19,"Private",1,"N",3,"N",4,"Urban",146780,12,45426,37,"Blue Collar"
"0","N",0,"N","Y","F","High School",33,"Commercial",6,"N",2,"N",0,"Urban",0,12,33303,49,"Professional"
"1","N",2,"Y","N","M","High School",39,"Private",4,"N",1,"N",5,"Urban",174139,12,54310,29,"Professional"
"1","N",0,"N","Y","F","Bachelors",38,"Private",13,"N",0,"N",0,"Urban",231151,10,81246,51,"Professional"
"0","N",0,"N","Y","M","Bachelors",33,"Private",1,"Y",0,"N",1,"Urban",218089,12,57821,43,"Professional"
"0","N",3,"N","Y","F","Bachelors",7,"Commercial",3,"N",0,"N",0,"Rural",0,12,8014,39,"Professional"
"1","N",0,"N","N","M","Masters",52,"Private",1,"Y",2,"N",0,"Urban",0,11,63027,54,"Professional"
"1","N",3,"Y","N","M","Bachelors",5,"Commercial",10,"Y",0,"N",7,"Urban",0,0,0,36,"Professional"
